index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),PLACE (CODE),PLACE (DISPLAY),PLACE (URL),INADEQUACY (CODE),INADEQUACY (DISPLAY),INADEQUACY (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
382,AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,1612 [1410–1822],1611.67188,1410.28442,1821.80359,,,
383,AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,121 [70–176],120.66343,70.1241,175.74591,,,
384,AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,630712 [551901–712945],630712.19410,551901.125,712945.1875,,,
385,WSH_1,SDG 3.9.2 WASH deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,235,235.11920,,,,,
386,WSH_30_SAN,Number of diarrhoea DALYs from inadequate sanitation,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,YEARSALL,All age groups (total),,BTSX,Both sexes,,,,,,,,,,,,,,INADEQUATE_SANITATION,Inadequate sanitation,,,,,2729,2728.75554,,,,,
387,WSH_10_WAT,Number of diarrhoea deaths from inadequate water,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,YEARSALL,All age groups (total),,MLE,Male,,,,,,,,,,,,,,INADEQUATE_WATER,Inadequate water,,,,,71,71.18006,,,,,
388,WSH_30_WAT,Number of diarrhoea DALYs from inadequate water,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,YEARSALL,All age groups (total),,FMLE,Female,,,,,,,,,,,,,,INADEQUATE_WATER,Inadequate water,,,,,12 258,12258.00084,,,,,
389,WSH_10_HYG,Number of diarrhoea deaths from inadequate hygiene,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,YEARSALL,All age groups (total),,MLE,Male,,,,,,,,,,,,,,INADEQUATE_HYGIENE,Inadequate hygiene,,,,,35,35.20708,,,,,
390,WSH_10_HYG,Number of diarrhoea deaths from inadequate hygiene,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,YEARSUNDER5,<5 years,,BTSX,Both sexes,,,,,,,,,,,,,,INADEQUATE_HYGIENE,Inadequate hygiene,,,,,16,16.00000,,,,,
391,WSH_30_HYG,Number of diarrhoea DALYs from inadequate hygiene,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,YEARSALL,All age groups (total),,MLE,Male,,,,,,,,,,,,,,INADEQUATE_HYGIENE,Inadequate hygiene,,,,,5851,5850.67265,,,,,
392,WSH_30_HYG,Number of diarrhoea DALYs from inadequate hygiene,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,YEARSALL,All age groups (total),,BTSX,Both sexes,,,,,,,,,,,,,,INADEQUATE_HYGIENE,Inadequate hygiene,,,,,11 914,11913.72399,,,,,
393,WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,YEARSALL,All age groups (total),,BTSX,Both sexes,,,,,,,,,,,,,,INADEQUATE_WSH,"Inadequate water, sanitation and hygiene",,,,,35 211,35210.86438,,,,,
394,AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,129 415,129415.38210,,,,,
395,AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,134 410,134410.11040,,,,,
396,AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,55 512,55511.92578,,,,,
397,AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,603137 [529274-678886],603137.00000,529274.0,678886.0,,,
398,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2000.0,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,95,95.49076,,,,,
399,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2001.0,2001,,EUR,2001,2001,Europe,,,,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,89,89.30463,,,,,
400,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,96,96.13482,,,,,
401,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2004.0,2004,,EUR,2004,2004,Europe,,,,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,92,91.53348,,,,,
402,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2005.0,2005,,EUR,2005,2005,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,99,98.78470,,,,,
403,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2006.0,2006,,EUR,2006,2006,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,97,96.95546,,,,,
404,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,99,98.73962,,,,,
405,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2009.0,2009,,EUR,2009,2009,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,98,97.69006,,,,,
406,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2011.0,2011,,EUR,2011,2011,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,99,98.69453,,,,,
407,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2012.0,2012,,EUR,2012,2012,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,98,98.34251,,,,,
408,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2014.0,2014,,EUR,2014,2014,Europe,,,,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,99,98.96300,,,,,
409,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2014.0,2014,,EUR,2014,2014,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,99,98.64945,,,,,
410,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2017.0,2017,,EUR,2017,2017,Europe,,,,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,100,99.63028,,,,,
411,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2017.0,2017,,EUR,2017,2017,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,99,98.61940,,,,,
412,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2000.0,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,61,61.09279,,,,,
413,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,54,54.49959,,,,,
414,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2004.0,2004,,EUR,2004,2004,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,55,55.29590,,,,,
415,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2005.0,2005,,EUR,2005,2005,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,56,56.20519,,,,,
416,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2007.0,2007,,EUR,2007,2007,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,65,64.72040,,,,,
417,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2000.0,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,69,69.23088,,,,,
418,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2000.0,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,89,88.87249,,,,,
419,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,,,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,72,72.13509,,,,,
420,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,91,90.52010,,,,,
421,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2000.0,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,1,1.08282,,,,,
422,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2002.0,2002,,EUR,2002,2002,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,1,0.51810,,,,,
423,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,,,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,1,1.10661,,,,,
424,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,1,1.24934,,,,,
425,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,0,0.00000,,,,,
426,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2014.0,2014,,EUR,2014,2014,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,0,0.33316,,,,,
427,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2013.0,2013,,EUR,2013,2013,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,0,0.00000,,,,,
428,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2011.0,2011,,EUR,2011,2011,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,0,0.36255,,,,,
429,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2010.0,2010,,EUR,2010,2010,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,0,0.04802,,,,,
430,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,0,0.41741,,,,,
431,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2007.0,2007,,EUR,2007,2007,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,0,0.11278,,,,,
432,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2006.0,2006,,EUR,2006,2006,Europe,,,,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,1,1.14229,,,,,
433,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2005.0,2005,,EUR,2005,2005,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,0,0.46933,,,,,
434,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2017.0,2017,,EUR,2017,2017,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,97,97.29723,,,,,
435,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,100,99.82245,,,,,
436,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2015.0,2015,,EUR,2015,2015,Europe,,,,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,90,89.86342,,,,,
437,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2014.0,2014,,EUR,2014,2014,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,97,96.64899,,,,,
438,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2012.0,2012,,EUR,2012,2012,Europe,,,,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,85,85.38262,,,,,
439,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2011.0,2011,,EUR,2011,2011,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,93,93.37887,,,,,
440,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2009.0,2009,,EUR,2009,2009,Europe,,,,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,81,80.93430,,,,,
441,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,90,90.05223,,,,,
442,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2006.0,2006,,EUR,2006,2006,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,93,93.00394,,,,,
443,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2006.0,2006,,EUR,2006,2006,Europe,,,,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,77,76.51845,,,,,
444,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2017.0,2017,,EUR,2017,2017,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,70,69.64400,,,,,
445,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,70,69.64400,,,,,
446,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2015.0,2015,,EUR,2015,2015,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,69,69.49617,,,,,
447,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2013.0,2013,,EUR,2013,2013,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,63,63.32182,,,,,
448,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2012.0,2012,,EUR,2012,2012,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,62,62.36684,,,,,
449,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,65,65.33157,,,,,
