index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
959,ANEMIANPW,Prevalence of anaemia in non-pregnant women (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,PUBLISHED,Published,,2003.0,2003,,EUR,Europe,,TUR,2003,2003,Turkey,,,,,,,,,,,31.3 [15.5-51.6],31.32230,15.5421,51.6376,,,
960,ANEMIANPW,Prevalence of anaemia in non-pregnant women (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,PUBLISHED,Published,,2016.0,2016,,EUR,Europe,,TUR,2016,2016,Turkey,,,,,,,,,,,30.7 [12.0-56.7],30.72770,11.9682,56.7451,,,
961,PREVANEMIA,Prevalence of anaemia in women of reproductive age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,PUBLISHED,Published,,1990.0,1990,,EUR,Europe,,TUR,1990,1990,Turkey,,,,,,,,,,,44.6 [18.9-72.2],44.57670,18.8977,72.1596,,,
962,PREVANEMIA,Prevalence of anaemia in women of reproductive age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,PUBLISHED,Published,,1991.0,1991,,EUR,Europe,,TUR,1991,1991,Turkey,,,,,,,,,,,43.1 [19.3-69.8],43.08050,19.3421,69.7698,,,
963,PREVANEMIA,Prevalence of anaemia in women of reproductive age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,PUBLISHED,Published,,1992.0,1992,,EUR,Europe,,TUR,1992,1992,Turkey,,,,,,,,,,,41.6 [19.2-66.6],41.60750,19.2044,66.6436,,,
964,PREVANEMIA,Prevalence of anaemia in women of reproductive age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,PUBLISHED,Published,,2006.0,2006,,EUR,Europe,,TUR,2006,2006,Turkey,,,,,,,,,,,30.4 [15.8-49.5],30.43540,15.7823,49.4952,,,
965,PREVANEMIA,Prevalence of anaemia in women of reproductive age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,PUBLISHED,Published,,2007.0,2007,,EUR,Europe,,TUR,2007,2007,Turkey,,,,,,,,,,,30.0 [15.5-49.0],29.99560,15.4752,49.0129,,,
966,PREVANEMIA,Prevalence of anaemia in women of reproductive age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,PUBLISHED,Published,,2008.0,2008,,EUR,Europe,,TUR,2008,2008,Turkey,,,,,,,,,,,29.5 [15.3-48.3],29.52610,15.262,48.3392,,,
967,PREVANEMIA,Prevalence of anaemia in women of reproductive age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,PUBLISHED,Published,,2009.0,2009,,EUR,Europe,,TUR,2009,2009,Turkey,,,,,,,,,,,29.1 [14.8-48.3],29.13200,14.7736,48.3161,,,
968,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1985.0,1985,,EUR,Europe,,TUR,1985,1985,Turkey,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,13.0 [10.3-15.9],13.00000,10.3,15.9,,,
969,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1986.0,1986,,EUR,Europe,,TUR,1986,1986,Turkey,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,13.6 [11.0-16.5],13.60000,11.0,16.5,,,
970,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1987.0,1987,,EUR,Europe,,TUR,1987,1987,Turkey,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,14.2 [11.6-17.1],14.20000,11.6,17.1,,,
971,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1988.0,1988,,EUR,Europe,,TUR,1988,1988,Turkey,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,14.9 [12.3-17.7],14.90000,12.3,17.7,,,
972,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1989.0,1989,,EUR,Europe,,TUR,1989,1989,Turkey,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,15.6 [13.0-18.4],15.60000,13.0,18.4,,,
973,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2002.0,2002,,EUR,Europe,,TUR,2002,2002,Turkey,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,23.3 [21.0-25.8],23.30000,21.0,25.8,,,
974,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2003.0,2003,,EUR,Europe,,TUR,2003,2003,Turkey,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,23.9 [21.6-26.4],23.90000,21.6,26.4,,,
975,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2004.0,2004,,EUR,Europe,,TUR,2004,2004,Turkey,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,24.5 [22.2-27.0],24.50000,22.2,27.0,,,
976,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2005.0,2005,,EUR,Europe,,TUR,2005,2005,Turkey,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,25.1 [22.8-27.6],25.10000,22.8,27.6,,,
977,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1985.0,1985,,EUR,Europe,,TUR,1985,1985,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,18.6 [14.1-23.8],18.60000,14.1,23.8,,,
978,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1986.0,1986,,EUR,Europe,,TUR,1986,1986,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,19.4 [14.9-24.3],19.40000,14.9,24.3,,,
979,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1987.0,1987,,EUR,Europe,,TUR,1987,1987,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,20.2 [15.8-25.0],20.20000,15.8,25.0,,,
980,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1988.0,1988,,EUR,Europe,,TUR,1988,1988,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,21.0 [16.7-25.7],21.00000,16.7,25.7,,,
981,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1989.0,1989,,EUR,Europe,,TUR,1989,1989,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,21.9 [17.6-26.4],21.90000,17.6,26.4,,,
982,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2002.0,2002,,EUR,Europe,,TUR,2002,2002,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,30.4 [26.8-34.1],30.40000,26.8,34.1,,,
983,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2003.0,2003,,EUR,Europe,,TUR,2003,2003,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,31.0 [27.4-34.7],31.00000,27.4,34.7,,,
984,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2004.0,2004,,EUR,Europe,,TUR,2004,2004,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,31.6 [28.0-35.3],31.60000,28.0,35.3,,,
985,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2005.0,2005,,EUR,Europe,,TUR,2005,2005,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,32.2 [28.6-35.9],32.20000,28.6,35.9,,,
986,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1985.0,1985,,EUR,Europe,,TUR,1985,1985,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,6.8 [4.5-9.9],6.80000,4.5,9.9,,,
987,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1986.0,1986,,EUR,Europe,,TUR,1986,1986,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,7.3 [4.9-10.3],7.30000,4.9,10.3,,,
988,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1987.0,1987,,EUR,Europe,,TUR,1987,1987,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,7.8 [5.3-10.9],7.80000,5.3,10.9,,,
989,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1988.0,1988,,EUR,Europe,,TUR,1988,1988,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,8.3 [5.8-11.4],8.30000,5.8,11.4,,,
990,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1989.0,1989,,EUR,Europe,,TUR,1989,1989,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,8.8 [6.2-12.0],8.80000,6.2,12.0,,,
991,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2002.0,2002,,EUR,Europe,,TUR,2002,2002,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,15.4 [12.5-18.6],15.40000,12.5,18.6,,,
992,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2003.0,2003,,EUR,Europe,,TUR,2003,2003,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,16.0 [13.0-19.1],16.00000,13.0,19.1,,,
993,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2004.0,2004,,EUR,Europe,,TUR,2004,2004,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,16.5 [13.6-19.7],16.50000,13.6,19.7,,,
994,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2005.0,2005,,EUR,Europe,,TUR,2005,2005,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,17.1 [14.1-20.3],17.10000,14.1,20.3,,,
995,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1985.0,1985,,EUR,Europe,,TUR,1985,1985,Turkey,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,11.5 [9.1-14.3],11.50000,9.1,14.3,,,
996,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1986.0,1986,,EUR,Europe,,TUR,1986,1986,Turkey,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,12.1 [9.7-14.8],12.10000,9.7,14.8,,,
997,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1987.0,1987,,EUR,Europe,,TUR,1987,1987,Turkey,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,12.8 [10.3-15.4],12.80000,10.3,15.4,,,
998,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1988.0,1988,,EUR,Europe,,TUR,1988,1988,Turkey,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,13.4 [11.0-16.0],13.40000,11.0,16.0,,,
999,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2002.0,2002,,EUR,Europe,,TUR,2002,2002,Turkey,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,21.8 [19.5-24.2],21.80000,19.5,24.2,,,
1000,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2003.0,2003,,EUR,Europe,,TUR,2003,2003,Turkey,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,22.4 [20.1-24.9],22.40000,20.1,24.9,,,
1001,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2004.0,2004,,EUR,Europe,,TUR,2004,2004,Turkey,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,23.1 [20.8-25.5],23.10000,20.8,25.5,,,
1002,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2005.0,2005,,EUR,Europe,,TUR,2005,2005,Turkey,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,23.8 [21.5-26.2],23.80000,21.5,26.2,,,
1003,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1985.0,1985,,EUR,Europe,,TUR,1985,1985,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,16.6 [12.4-21.3],16.60000,12.4,21.3,,,
1004,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1986.0,1986,,EUR,Europe,,TUR,1986,1986,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,17.3 [13.2-22.0],17.30000,13.2,22.0,,,
1005,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1987.0,1987,,EUR,Europe,,TUR,1987,1987,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,18.1 [14.0-22.7],18.10000,14.0,22.7,,,
1006,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1988.0,1988,,EUR,Europe,,TUR,1988,1988,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,18.9 [14.8-23.4],18.90000,14.8,23.4,,,
1007,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2002.0,2002,,EUR,Europe,,TUR,2002,2002,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,28.7 [25.1-32.4],28.70000,25.1,32.4,,,
1008,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2003.0,2003,,EUR,Europe,,TUR,2003,2003,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,29.4 [25.9-33.1],29.40000,25.9,33.1,,,
1009,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2004.0,2004,,EUR,Europe,,TUR,2004,2004,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,30.2 [26.6-33.8],30.20000,26.6,33.8,,,
1010,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2005.0,2005,,EUR,Europe,,TUR,2005,2005,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,30.9 [27.3-34.6],30.90000,27.3,34.6,,,
1011,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1985.0,1985,,EUR,Europe,,TUR,1985,1985,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,6.2 [4.0-9.1],6.20000,4.0,9.1,,,
1012,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1986.0,1986,,EUR,Europe,,TUR,1986,1986,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,6.6 [4.4-9.5],6.60000,4.4,9.5,,,
1013,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1987.0,1987,,EUR,Europe,,TUR,1987,1987,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,7.1 [4.8-9.9],7.10000,4.8,9.9,,,
1014,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1988.0,1988,,EUR,Europe,,TUR,1988,1988,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,7.5 [5.2-10.5],7.50000,5.2,10.5,,,
1015,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2002.0,2002,,EUR,Europe,,TUR,2002,2002,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,14.3 [11.5-17.4],14.30000,11.5,17.4,,,
1016,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2003.0,2003,,EUR,Europe,,TUR,2003,2003,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,14.9 [12.0-18.0],14.90000,12.0,18.0,,,
1017,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2004.0,2004,,EUR,Europe,,TUR,2004,2004,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,15.5 [12.6-18.6],15.50000,12.6,18.6,,,
1018,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2005.0,2005,,EUR,Europe,,TUR,2005,2005,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,16.1 [13.1-19.3],16.10000,13.1,19.3,,,
1019,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1982.0,1982,,EUR,Europe,,TUR,1982,1982,Turkey,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,4.6 [3.0-6.7],4.60000,3.0,6.7,,,
1020,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1983.0,1983,,EUR,Europe,,TUR,1983,1983,Turkey,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,4.5 [3.0-6.4],4.50000,3.0,6.4,,,
1021,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1984.0,1984,,EUR,Europe,,TUR,1984,1984,Turkey,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,4.3 [2.9-6.0],4.30000,2.9,6.0,,,
1022,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1985.0,1985,,EUR,Europe,,TUR,1985,1985,Turkey,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,4.1 [2.8-5.7],4.10000,2.8,5.7,,,
1023,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1999.0,1999,,EUR,Europe,,TUR,1999,1999,Turkey,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,2.4 [1.8-3.2],2.40000,1.8,3.2,,,
1024,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,2000.0,2000,,EUR,Europe,,TUR,2000,2000,Turkey,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,2.3 [1.7-3.1],2.30000,1.7,3.1,,,
1025,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,2001.0,2001,,EUR,Europe,,TUR,2001,2001,Turkey,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,2.3 [1.7-3.0],2.30000,1.7,3.0,,,
1026,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,2002.0,2002,,EUR,Europe,,TUR,2002,2002,Turkey,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,2.2 [1.6-2.9],2.20000,1.6,2.9,,,
1027,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,2016.0,2016,,EUR,Europe,,TUR,2016,2016,Turkey,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,1.4 [0.9-2.1],1.40000,0.9,2.1,,,
